,park_name,census_tract,ct,household,median_income
753,L/Cpl Thomas P. Noonan Jr. Playground,"1400000US36081018502,",['1400000US36081018502'],1457,66139.0
754,Castlewood Playground,"1400000US36081155102,",['1400000US36081155102'],3364,84508.0
755,Playground 174,"1400000US36005006200,",['1400000US36005006200'],2434,24480.0
756,Ryan Triangle,"1400000US36005005100,",['1400000US36005005100'],1960,18633.0
757,Chelsea Recreation Center,"1400000US36061009300,",['1400000US36061009300'],5198,76058.0
758,Bill Brown Playground,"1400000US36047059401,",['1400000US36047059401'],3026,42067.0
759,Strip,"1400000US36047014300,1400000US36005036901,1400000US36005036902,1400000US36005036502,1400000US36061025500,1400000US36047007000,1400000US36005009600,1400000US36061026500,1400000US36047007200,1400000US36005035900,1400000US36047012200,1400000US36005027900,1400000US36047005100,1400000US36005011800,","['1400000US36047014300', '1400000US36005036901', '1400000US36005036902', '1400000US36005036502', '1400000US36061025500', '1400000US36047007000', '1400000US36005009600', '1400000US36061026500', '1400000US36047007200', '1400000US36005035900', '1400000US36047012200', '1400000US36005027900', '1400000US36047005100', '1400000US36005011800']",18165,46807.0714286
760,Deere Park,"1400000US36085017700,",['1400000US36085017700'],2415,104458.0
761,Upper Playground,"1400000US36081128300,",['1400000US36081128300'],25,32188.0
762,Tiffany Street Pier,"1400000US36005009300,",['1400000US36005009300'],1676,30159.0
763,Quick Brown Fox Triangle,"1400000US36081049302,",['1400000US36081049302'],810,60268.0
764,157 St Playground,"1400000US36081028800,",['1400000US36081028800'],1324,59792.0
765,Grand Central Parkway,"1400000US36081047600,1400000US36081038302,1400000US36081128300,1400000US36081152901,1400000US36081022001,1400000US36081156700,1400000US36081138502,1400000US36081129102,1400000US36081049200,1400000US36081126700,1400000US36081047200,1400000US36081152902,1400000US36081155102,1400000US36081045600,1400000US36081127700,1400000US36081046400,1400000US36081055200,1400000US36081130100,1400000US36081077905,1400000US36081155101,1400000US36081129104,1400000US36081045000,1400000US36081021600,1400000US36081077903,1400000US36081045200,1400000US36081022002,","['1400000US36081047600', '1400000US36081038302', '1400000US36081128300', '1400000US36081152901', '1400000US36081022001', '1400000US36081156700', '1400000US36081138502', '1400000US36081129102', '1400000US36081049200', '1400000US36081126700', '1400000US36081047200', '1400000US36081152902', '1400000US36081155102', '1400000US36081045600', '1400000US36081127700', '1400000US36081046400', '1400000US36081055200', '1400000US36081130100', '1400000US36081077905', '1400000US36081155101', '1400000US36081129104', '1400000US36081045000', '1400000US36081021600', '1400000US36081077903', '1400000US36081045200', '1400000US36081022002']",31802,69510.1666667
766,Jennie Jerome Playground,"1400000US36005022701,",['1400000US36005022701'],1829,29426.0
767,Willow Lake Playground,"1400000US36081075702,",['1400000US36081075702'],2205,86607.0
768,South Oxford Park,"1400000US36047017900,",['1400000US36047017900'],1539,45947.0
769,Cleopatra Playground,"1400000US36005023100,",['1400000US36005023100'],441,24250.0
770,Jackie Robinson Parkway,"1400000US36081064102,1400000US36047114201,1400000US36081056100,1400000US36081077300,1400000US36081063900,1400000US36047040700,","['1400000US36081064102', '1400000US36047114201', '1400000US36081056100', '1400000US36081077300', '1400000US36081063900', '1400000US36047040700']",2792,74977.0
771,Schneider-sampson Park,"1400000US36005018400,",['1400000US36005018400'],1421,60518.0
772,Park Golf Course,"1400000US36081152901,",['1400000US36081152901'],2556,94224.0
773,Garden Beautiful,"1400000US36047037500,",['1400000US36047037500'],1137,45573.0
774,Schenck Playground,"1400000US36047112400,",['1400000US36047112400'],1139,40707.0
775,Russell Pedersen Playground,"1400000US36047004600,",['1400000US36047004600'],510,118333.0
776,William Sheridan Playground,"1400000US36047055100,",['1400000US36047055100'],2328,63613.0
777,Frank Principe Park,"1400000US36081051100,",['1400000US36081051100'],763,70337.0
778,Playground One Twenty Five CXXV,"1400000US36061020901,",['1400000US36061020901'],1545,32848.0
779,Bell Tower Park,"1400000US36005033500,",['1400000US36005033500'],738,86983.0
780,Fisher,"1400000US36081036300,",['1400000US36081036300'],599,52841.0
781,South Clove Road Cemetery,"1400000US36085017700,",['1400000US36085017700'],2415,104458.0
782,Fort Independence Playground,"1400000US36005040900,",['1400000US36005040900'],1320,46278.0
783,Cpl Fischer Park,"1400000US36005021100,",['1400000US36005021100'],1791,23724.0
784,St. Michael's Park,"1400000US36081029900,",['1400000US36081029900'],0,
785,400 Montauk Av Block Assn,"1400000US36047111800,",['1400000US36047111800'],979,33160.0
786,Naples Playground,"1400000US36085005000,",['1400000US36085005000'],1427,70893.0
787,Bleecker Playground,"1400000US36061007700,",['1400000US36061007700'],3517,127729.0
788,McKinley Playground,"1400000US36061003200,",['1400000US36061003200'],4471,71033.0
789,Harold Ickes Playground,"1400000US36047005900,",['1400000US36047005900'],640,57143.0
790,Frank Golden Park,"1400000US36081094500,",['1400000US36081094500'],1339,72243.0
791,Newtown Playground,"1400000US36081068300,",['1400000US36081068300'],1591,63021.0
792,Bedford Playground,"1400000US36047054700,",['1400000US36047054700'],1572,39773.0
793,Kissena Park Golf Course,"1400000US36081121100,",['1400000US36081121100'],0,
794,Evergreen Playground,"1400000US36047040100,",['1400000US36047040100'],1160,42079.0
795,Taqwa Community Farm,"1400000US36005018900,",['1400000US36005018900'],2879,21180.0
796,Brooklyn Botanic Garden,"1400000US36047017700,",['1400000US36047017700'],0,
797,Alice Kornegay Triangle,"1400000US36061024200,",['1400000US36061024200'],1471,18275.0
798,Story Playground,"1400000US36005004200,",['1400000US36005004200'],2712,25741.0
799,Marcus Garvey Park,"1400000US36061019800,",['1400000US36061019800'],1175,70481.0
800,Space Time Playground,"1400000US36005004200,",['1400000US36005004200'],2712,25741.0
801,Admiral Triangle,"1400000US36047006500,",['1400000US36047006500'],2393,109492.0
802,Vernon Tandt Block Association,"1400000US36047025901,",['1400000US36047025901'],631,41289.0
803,Parade Ground,"1400000US36047017700,",['1400000US36047017700'],0,
804,Beach 17 Playground,"1400000US36081101001,1400000US36081097202,","['1400000US36081101001', '1400000US36081097202']",4102,30117.0
805,Garlinge Triangle,"1400000US36081049302,",['1400000US36081049302'],810,60268.0
806,Gateway Triangle,"1400000US36047019900,",['1400000US36047019900'],1393,67656.0
807,Richmond Terrace Cemetery,"1400000US36085013302,",['1400000US36085013302'],940,44861.0
808,South Gate Mall,"1400000US36081032800,",['1400000US36081032800'],687,58125.0
809,Jaime Campiz Playground,"1400000US36047051300,",['1400000US36047051300'],1989,66951.0
810,Thomas J. Cuite Park,"1400000US36047150200,",['1400000US36047150200'],1061,100813.0
811,Spring Creek Park,"1400000US36047122000,1400000US36081006202,1400000US36047107000,","['1400000US36047122000', '1400000US36081006202', '1400000US36047107000']",5245,58715.3333333
812,Fred Samuel Playground,"1400000US36061023000,",['1400000US36061023000'],3553,35569.0
813,Jerome Playground,"1400000US36047107800,",['1400000US36047107800'],1746,59455.0
814,Lannett Playground,"1400000US36081101002,",['1400000US36081101002'],1560,41172.0
815,Beach 59th St Playground,"1400000US36081096400,",['1400000US36081096400'],1286,58320.0
816,Belt Parkway,"1400000US36081030600,1400000US36081068000,1400000US36081088400,1400000US36081084602,1400000US36081084601,","['1400000US36081030600', '1400000US36081068000', '1400000US36081088400', '1400000US36081084602', '1400000US36081084601']",6373,71373.0
817,P.S. 89,"1400000US36081027100,",['1400000US36081027100'],2783,51276.0
818,Vidalia Park,"1400000US36005036300,",['1400000US36005036300'],2533,18499.0
819,Bathgate Playground,"1400000US36005039500,",['1400000US36005039500'],1447,25702.0
820,Pugsley Creek Park,"1400000US36005000400,1400000US36005001600,","['1400000US36005000400', '1400000US36005001600']",3885,53574.0
821,Featherbed Triangle,"1400000US36005021502,1400000US36005021301,","['1400000US36005021502', '1400000US36005021301']",2568,17442.5
822,Forest Park,"1400000US36081064102,1400000US36081077300,1400000US36081063900,1400000US36047118000,1400000US36081064101,","['1400000US36081064102', '1400000US36081077300', '1400000US36081063900', '1400000US36047118000', '1400000US36081064101']",3116,65789.0
823,Linden Park,"1400000US36047110400,",['1400000US36047110400'],1603,44063.0
824,P.s. 69 - Staten Island,"1400000US36085027705,",['1400000US36085027705'],1922,87800.0
825,M Fidler-Wyckoff House Park,"1400000US36047094600,",['1400000US36047094600'],686,60950.0
826,Louis Cuvillier Park,"1400000US36061019200,",['1400000US36061019200'],1326,16206.0
827,Howard Von Dohlen Playground,"1400000US36081021200,",['1400000US36081021200'],641,38750.0
828,Abyssinian Tot Lot,"1400000US36061023000,",['1400000US36061023000'],3553,35569.0
829,Bartlett Playground,"1400000US36047050700,",['1400000US36047050700'],496,30625.0
830,Fort Hamilton Athletic Field,"1400000US36047004600,",['1400000US36047004600'],510,118333.0
831,Edmonds Playground,"1400000US36047018100,",['1400000US36047018100'],1877,80911.0
832,Tottenville,"1400000US36085024402,",['1400000US36085024402'],1500,75167.0
833,Frank D. O'Connor Playground,"1400000US36081026700,",['1400000US36081026700'],2140,48732.0
834,Flushing Fields,"1400000US36081104700,",['1400000US36081104700'],2518,52264.0
835,Boxcar Plgd (6),"1400000US36005016300,",['1400000US36005016300'],0,
836,Bartow-pell Woods,"1400000US36005050400,",['1400000US36005050400'],18,
837,P.S. 125 Playground,"1400000US36047091200,",['1400000US36047091200'],2329,20360.0
838,Hattie Carthan Playground,"1400000US36047026500,",['1400000US36047026500'],1412,51050.0
839,Barnhill Square,"1400000US36005026701,",['1400000US36005026701'],1288,37061.0
840,Belt Parkway/Shore Parkway,"1400000US36047060800,1400000US36047070600,1400000US36047107000,1400000US36081089200,1400000US36047036600,1400000US36047035400,1400000US36047031400,1400000US36047070202,1400000US36081006202,1400000US36047016400,1400000US36047016800,1400000US36047103400,1400000US36047102800,1400000US36047066600,1400000US36047029200,1400000US36047034800,1400000US36047062200,1400000US36047029400,1400000US36081006201,1400000US36047030400,1400000US36047028000,1400000US36047060600,1400000US36047015400,1400000US36047017400,1400000US36047028600,1400000US36047028200,1400000US36047017600,1400000US36047037000,1400000US36047105801,1400000US36047030800,1400000US36047016200,1400000US36047105804,","['1400000US36047060800', '1400000US36047070600', '1400000US36047107000', '1400000US36081089200', '1400000US36047036600', '1400000US36047035400', '1400000US36047031400', '1400000US36047070202', '1400000US36081006202', '1400000US36047016400', '1400000US36047016800', '1400000US36047103400', '1400000US36047102800', '1400000US36047066600', '1400000US36047029200', '1400000US36047034800', '1400000US36047062200', '1400000US36047029400', '1400000US36081006201', '1400000US36047030400', '1400000US36047028000', '1400000US36047060600', '1400000US36047015400', '1400000US36047017400', '1400000US36047028600', '1400000US36047028200', '1400000US36047017600', '1400000US36047037000', '1400000US36047105801', '1400000US36047030800', '1400000US36047016200', '1400000US36047105804']",41289,54599.5517241
841,Barrett Triangle,"1400000US36085000300,",['1400000US36085000300'],878,59688.0
842,Dan Ross Playground,"1400000US36047014200,",['1400000US36047014200'],1306,56324.0
843,Louis Armstrong Community Center,"1400000US36081038100,",['1400000US36081038100'],1818,48311.0
844,Coney Island Beach & Boardwalk,"1400000US36047061002,1400000US36047034000,1400000US36047033600,1400000US36047035200,1400000US36047036002,1400000US36047036001,","['1400000US36047061002', '1400000US36047034000', '1400000US36047033600', '1400000US36047035200', '1400000US36047036002', '1400000US36047036001']",8103,33517.6666667
845,Barretto Park,"1400000US36005009300,",['1400000US36005009300'],1676,30159.0
846,Carlton Park,"1400000US36085020804,1400000US36085017008,","['1400000US36085020804', '1400000US36085017008']",4464,86024.0
847,Ida Court,"1400000US36085017005,",['1400000US36085017005'],1623,100162.0
848,Woodhull Playground,"1400000US36085020804,",['1400000US36085020804'],1875,88314.0
849,Citizens For A Better Community,"1400000US36047038500,",['1400000US36047038500'],1355,39141.0
850,Manuel De Dios Unanue Triangle,"1400000US36081026901,",['1400000US36081026901'],1652,46900.0
851,Nathan Straus Playground,"1400000US36061002201,",['1400000US36061002201'],3009,34988.0
852,Katzman Playground,"1400000US36081074100,",['1400000US36081074100'],1547,69336.0
853,Mount Prospect Park,"1400000US36047017700,",['1400000US36047017700'],0,
854,Hell's Kitchen Park,"1400000US36061012700,",['1400000US36061012700'],3897,69578.0
855,Crosson Green,"1400000US36081048300,",['1400000US36081048300'],1278,43019.0
856,Hawkins Park,"1400000US36005051600,",['1400000US36005051600'],1913,76771.0
857,Westerleigh Park,"1400000US36085020100,",['1400000US36085020100'],1263,82350.0
858,Colgate Close,"1400000US36005005200,",['1400000US36005005200'],813,17756.0
859,P.s. 44 - Staten Island,"1400000US36085023100,",['1400000US36085023100'],1290,69113.0
860,Mall Eighteen,"1400000US36081092500,",['1400000US36081092500'],1203,48016.0
861,S.w. Corner,"1400000US36005043500,",['1400000US36005043500'],17,42750.0
862,Spirit Playground,"1400000US36081003900,",['1400000US36081003900'],463,41287.0
863,Corona Mac Park,"1400000US36081044301,",['1400000US36081044301'],1341,20273.0
864,Cambria Playground,"1400000US36081061000,",['1400000US36081061000'],421,71766.0
865,Carter Plgd (7),"1400000US36005016300,",['1400000US36005016300'],0,
866,Caserta Playground,"1400000US36005022200,",['1400000US36005022200'],1179,40331.0
867,St. James Triangle,"1400000US36061002700,",['1400000US36061002700'],597,57171.0
868,Peter Minuit Playground,"1400000US36061017401,",['1400000US36061017401'],1929,21435.0
869,Seagirt Ave Wetlands,"1400000US36081101002,",['1400000US36081101002'],1560,41172.0
870,Rev Lena Irons Unity Park,"1400000US36005014500,",['1400000US36005014500'],2243,22711.0
871,Staats Circle,"1400000US36085002002,",['1400000US36085002002'],1300,87188.0
872,Kissena Park,"1400000US36081121100,",['1400000US36081121100'],0,
873,Van Cortlandt Park,"1400000US36005043500,",['1400000US36005043500'],17,42750.0
874,Padre Plaza,"1400000US36005003900,",['1400000US36005003900'],1902,25990.0
875,Locust Manor Civic Association,"1400000US36081028200,",['1400000US36081028200'],514,70523.0
876,I.S. 238,"1400000US36081047000,",['1400000US36081047000'],902,53409.0
877,Bartel-Pritchard Square,"1400000US36047017700,",['1400000US36047017700'],0,
878,Walter Ward Playground,"1400000US36081089200,",['1400000US36081089200'],2617,85365.0
879,I.S. 232,"1400000US36047088000,",['1400000US36047088000'],1228,51827.0
880,Epiphany Playground,"1400000US36047054700,",['1400000US36047054700'],1572,39773.0
881,Oxport Playground,"1400000US36047021100,",['1400000US36047021100'],614,43000.0
882,Rufus King Park,"1400000US36081024000,",['1400000US36081024000'],2003,39856.0
883,Bensonhurst Park,"1400000US36047029200,",['1400000US36047029200'],907,42740.0
884,Playground 146,"1400000US36081083700,",['1400000US36081083700'],1539,50947.0
885,PARK,"1400000US36005036300,",['1400000US36005036300'],2533,18499.0
